arm,pass,topology,scenario_id,agent,model,status,submitted,is_anomaly,outcome_score,fix_score,reasoning_score,tool_calls,in_tokens,cache_read_tokens,cache_write_tokens,out_tokens,cost_usd,wall_seconds
naive_no_detail,p1,Kath2,kath2-false-premise-interdept-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,1.0,10,7337,6272,0,3094,0.040895,182.8
naive_no_detail,p1,Kath2,kath2-false-premise-interdept-naive-no-detail,sade,claude-sonnet-4-6,no_submission,False,,,,,30,27,794626,54498,13072,0.638916,389.7
naive_no_detail,p1,Kath2,kath2-false-premise-it-lab3-isolated-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,83,34,1582344,151267,66693,2.042451,1303.4
naive_no_detail,p1,Kath2,kath2-false-premise-it-lab3-isolated-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.8333333333333334,68,127235,549760,0,17043,0.398194,504.6
naive_no_detail,p1,Kath2,kath2-false-premise-it-lab3-isolated-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9,36,21,544193,56841,13067,0.57248,406.6
naive_no_detail,p1,Kath2,kath2-false-premise-office-internet-lab-unreachable-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,35,24,805785,53016,18939,0.724702,497.5
naive_no_detail,p1,Kath2,kath2-false-premise-office-internet-lab-unreachable-naive-no-detail,react-full,gpt-5,scored,True,False,0.7,,0.8333333333333334,27,10540,34304,0,6125,0.078713,323.2
naive_no_detail,p1,Kath2,kath2-false-premise-office-internet-lab-unreachable-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.8666666666666667,13,17,298513,39854,6283,0.333302,279.5
naive_no_detail,p1,Kath2,kath2-false-premise-rip-reconverging-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,49,24,950293,63069,19211,0.809834,459.9
naive_no_detail,p1,Kath2,kath2-false-premise-rip-reconverging-naive-no-detail,react-full,gpt-5,no_output,False,,,,,26,35211,151552,0,34892,0.411878,771.6
naive_no_detail,p1,Kath2,kath2-false-premise-rip-reconverging-naive-no-detail,sade,claude-sonnet-4-6,no_submission,False,,,,,42,25,889179,63632,13018,0.700719,388.9
naive_no_detail,p1,Kath2,kath2-false-premise-router0-dropping-packets-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,52,24,851496,62493,21512,0.81255,501.5
naive_no_detail,p1,Kath2,kath2-false-premise-router0-dropping-packets-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.8666666666666667,59,27136,225920,0,24522,0.30738,506.8
naive_no_detail,p1,Kath2,kath2-false-premise-router0-dropping-packets-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.9666666666666667,17,18,454873,48344,8077,0.438961,326.2
naive_no_detail,p1,Kath2,kath2-false-premise-switch0-failed-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,71,26,954935,69462,19081,0.833256,485.4
naive_no_detail,p1,Kath2,kath2-false-premise-switch0-failed-naive-no-detail,react-full,gpt-5,scored,True,False,0.7,,0.8333333333333334,17,8890,46336,0,8878,0.105685,247.1
naive_no_detail,p1,Kath2,kath2-false-premise-switch0-failed-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.9333333333333332,14,14,293024,49506,10224,0.426957,360.6
naive_no_detail,p1,Kath3,kath3-false-premise-gateway-flapping-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,22,24,927776,73002,33534,1.055172,798.7
naive_no_detail,p1,Kath3,kath3-false-premise-gateway-flapping-naive-no-detail,react-full,gpt-5,scored,True,False,0.7,,0.8666666666666667,52,70150,552960,0,26696,0.423768,750.2
naive_no_detail,p1,Kath3,kath3-false-premise-gateway-flapping-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.8666666666666667,12,16,313224,50084,14022,0.49216,436.2
naive_no_detail,p1,Kath3,kath3-false-premise-intervlan-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.8666666666666667,25,22,966139,81497,32681,1.085736,745.5
naive_no_detail,p1,Kath3,kath3-false-premise-intervlan-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.8333333333333334,34,86999,532224,0,18374,0.359017,486.0
naive_no_detail,p1,Kath3,kath3-false-premise-intervlan-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.9333333333333332,17,18,401521,51113,13096,0.508624,441.9
naive_no_detail,p1,Kath3,kath3-false-premise-intra-locationA-neighbor-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.5,13,18,530284,54906,29062,0.800967,690.2
naive_no_detail,p1,Kath3,kath3-false-premise-intra-locationA-neighbor-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.2333333333333333,19,30718,123776,0,9733,0.151199,383.0
naive_no_detail,p1,Kath3,kath3-false-premise-intra-locationA-neighbor-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.9,14,19,445051,67463,25665,0.771534,647.9
naive_no_detail,p1,Kath3,kath3-false-premise-intra-locationB-neighbor-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,22,26,754174,45865,13020,0.593624,464.1
naive_no_detail,p1,Kath3,kath3-false-premise-intra-locationB-neighbor-naive-no-detail,react-full,gpt-5,scored,True,False,0.7,,0.6666666666666666,22,23595,178688,0,12580,0.17763,331.0
naive_no_detail,p1,Kath3,kath3-false-premise-intra-locationB-neighbor-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.2333333333333333,10,14,223911,46672,10117,0.39399,380.2
naive_no_detail,p1,Kath3,kath3-false-premise-locationA-outage-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.2333333333333333,12,12,244567,47074,7247,0.358639,401.9
naive_no_detail,p1,Kath3,kath3-false-premise-locationA-outage-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.6,24,55515,155648,0,13691,0.22576,394.4
naive_no_detail,p1,Kath3,kath3-false-premise-locationA-outage-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,1.0,28,24,737029,62892,16468,0.704046,498.2
naive_no_detail,p1,Kath3,kath3-false-premise-locationC-isolated-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.8333333333333334,8,13,288601,51009,10785,0.439678,685.6
naive_no_detail,p1,Kath3,kath3-false-premise-locationC-isolated-naive-no-detail,react-full,gpt-5,no_output,False,,,,,32,37656,370432,0,24104,0.334414,923.2
naive_no_detail,p1,Kath3,kath3-false-premise-locationC-isolated-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.7999999999999999,7,14,215496,41240,5713,0.305036,547.5
naive_no_detail,p1,Kath3,kath3-false-premise-rip-flapping-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,49,26,1026218,95354,61401,1.586536,1211.4
naive_no_detail,p1,Kath3,kath3-false-premise-rip-flapping-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.9666666666666667,41,25918,179456,0,21957,0.2744,527.2
naive_no_detail,p1,Kath3,kath3-false-premise-rip-flapping-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.8666666666666667,30,24,699506,185948,34250,1.420979,3869.8
naive_no_detail,p1,Kath3,kath3-false-premise-router4-down-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.7000000000000001,13,13,291708,38540,9740,0.378176,366.4
naive_no_detail,p1,Kath3,kath3-false-premise-router4-down-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.8333333333333334,21,35294,192768,0,13315,0.201364,438.7
naive_no_detail,p1,Kath3,kath3-false-premise-router4-down-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.43333333333333335,10,15,263711,34855,5827,0.29727,318.6
naive_no_detail,p1,Kath3,kath3-false-premise-vlan20-to-vlan10-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.5666666666666667,12,10,168079,35660,9019,0.319464,323.0
naive_no_detail,p1,Kath3,kath3-false-premise-vlan20-to-vlan10-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.43333333333333335,38,22904,160640,0,10314,0.15185,435.7
naive_no_detail,p1,Kath3,kath3-false-premise-vlan20-to-vlan10-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.6666666666666666,8,14,223095,47113,12183,0.426389,403.5
naive_no_detail,p1,Kath4,kath4-false-premise-campus-isolation-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,42,26,945249,75862,33915,1.07686,730.7
naive_no_detail,p1,Kath4,kath4-false-premise-campus-isolation-naive-no-detail,react-full,gpt-5,scored,True,False,0.7,,0.8666666666666667,16,30614,23040,0,7503,0.116178,255.6
naive_no_detail,p1,Kath4,kath4-false-premise-campus-isolation-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,11,14,333469,62246,19587,0.62731,523.7
naive_no_detail,p1,Kath4,kath4-false-premise-gateway-flapping-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,37,28,863629,76961,51023,1.313121,1108.2
naive_no_detail,p1,Kath4,kath4-false-premise-gateway-flapping-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.43333333333333335,19,22949,255232,0,36555,0.42614,825.9
naive_no_detail,p1,Kath4,kath4-false-premise-gateway-flapping-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,1.0,29,23,748267,60893,13436,0.654438,426.1
naive_no_detail,p1,Kath4,kath4-false-premise-ospf-area-unstable-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.3333333333333333,14,13,268287,32856,8961,0.33815,310.1
naive_no_detail,p1,Kath4,kath4-false-premise-ospf-area-unstable-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.39999999999999997,27,27690,249216,0,35217,0.417934,587.6
naive_no_detail,p1,Kath4,kath4-false-premise-ospf-area-unstable-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,29,22,636010,58632,9067,0.546744,352.4
naive_no_detail,p1,Kath4,kath4-false-premise-ospf-route-missing-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,67,26,1061190,88190,40582,1.257877,813.4
naive_no_detail,p1,Kath4,kath4-false-premise-ospf-route-missing-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,31,18722,52096,0,8567,0.115585,282.7
naive_no_detail,p1,Kath4,kath4-false-premise-ospf-route-missing-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,22,21,606900,68350,19417,0.729701,506.3
naive_no_detail,p1,Kath4,kath4-false-premise-pc11-isolated-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,71,24,1358152,123636,42566,1.509643,845.7
naive_no_detail,p1,Kath4,kath4-false-premise-pc11-isolated-naive-no-detail,react-full,gpt-5,scored,True,False,0.7,,0.8666666666666667,36,49787,91520,0,7808,0.151754,285.7
naive_no_detail,p1,Kath4,kath4-false-premise-pc11-isolated-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,1.0,8,12,217138,46685,5723,0.326091,265.1
naive_no_detail,p1,Kath4,kath4-false-premise-router16-core-down-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,47,26,937160,68219,25099,0.913532,605.2
naive_no_detail,p1,Kath4,kath4-false-premise-router16-core-down-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.8333333333333334,12,10894,37760,0,10060,0.118938,252.5
naive_no_detail,p1,Kath4,kath4-false-premise-router16-core-down-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.8666666666666667,8,12,213771,45003,3530,0.285879,222.8
naive_no_detail,p1,Kath4,kath4-false-premise-sshswitch-svi-down-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,49,26,1086411,81188,24987,1.005261,617.9
naive_no_detail,p1,Kath4,kath4-false-premise-sshswitch-svi-down-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,8,7456,30080,0,5467,0.06775,215.6
naive_no_detail,p1,Kath4,kath4-false-premise-sshswitch-svi-down-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,10,13,262006,48369,5954,0.349335,275.7
naive_no_detail,p1,Kath4,kath4-false-premise-svi-intervlan-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,39,24,1063852,83697,34533,1.151086,752.4
naive_no_detail,p1,Kath4,kath4-false-premise-svi-intervlan-naive-no-detail,react-full,gpt-5,scored,True,False,0.7,,0.8666666666666667,20,12003,53248,0,12608,0.14774,368.4
naive_no_detail,p1,Kath4,kath4-false-premise-svi-intervlan-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,9,12,216971,46979,5014,0.316509,264.4
naive_no_detail,p1,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,20,24,863580,57629,20585,0.78403,508.7
naive_no_detail,p1,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.9,16,11289,60544,0,6930,0.090979,253.5
naive_no_detail,p1,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9,18,18,444878,66757,20763,0.695301,549.0
naive_no_detail,p1,Kath5,kath5-false-premise-area4-virtual-link-collapsed-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.6,42,25,966243,92873,52520,1.426022,1099.4
naive_no_detail,p1,Kath5,kath5-false-premise-area4-virtual-link-collapsed-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.7333333333333334,31,12539,29312,0,12748,0.146818,244.9
naive_no_detail,p1,Kath5,kath5-false-premise-area4-virtual-link-collapsed-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,22,21,613388,66378,23515,0.785722,609.3
naive_no_detail,p1,Kath5,kath5-false-premise-cross-core-outage-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,31,24,957338,69254,32112,1.028656,700.4
naive_no_detail,p1,Kath5,kath5-false-premise-cross-core-outage-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,10,16517,28800,0,8390,0.108146,206.9
naive_no_detail,p1,Kath5,kath5-false-premise-cross-core-outage-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.5333333333333333,12,14,282605,56065,21397,0.616022,554.0
naive_no_detail,p1,Kath5,kath5-false-premise-eigrp-ospf-split-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.7000000000000001,45,24,1138231,104732,57637,1.598841,1205.7
naive_no_detail,p1,Kath5,kath5-false-premise-eigrp-ospf-split-naive-no-detail,react-full,gpt-5,scored,True,False,0.7,,0.7333333333333334,18,29628,63616,0,7849,0.123477,210.8
naive_no_detail,p1,Kath5,kath5-false-premise-eigrp-ospf-split-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.9,15,16,345684,55921,16312,0.558137,450.5
naive_no_detail,p1,Kath5,kath5-false-premise-gateway-flapping-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,35,24,769684,54180,23491,0.786517,596.3
naive_no_detail,p1,Kath5,kath5-false-premise-gateway-flapping-naive-no-detail,react-full,gpt-5,no_output,False,,,,,40,31649,304640,0,18527,0.262911,477.8
naive_no_detail,p1,Kath5,kath5-false-premise-gateway-flapping-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.8666666666666667,10,12,176657,39721,5493,0.284382,272.2
naive_no_detail,p1,Kath5,kath5-false-premise-pc0-cannot-reach-pc12-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.5,39,20,722248,77647,42879,1.151096,910.0
naive_no_detail,p1,Kath5,kath5-false-premise-pc0-cannot-reach-pc12-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,1.0,3,2077,4608,0,1592,0.019092,155.5
naive_no_detail,p1,Kath5,kath5-false-premise-pc0-cannot-reach-pc12-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,17,18,422341,64832,25033,0.745371,631.8
naive_no_detail,p1,Kath5,kath5-false-premise-r6-backbone-crashed-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.9333333333333332,32,19,517847,53903,21033,0.673042,505.8
naive_no_detail,p1,Kath5,kath5-false-premise-r6-backbone-crashed-naive-no-detail,react-full,gpt-5,scored,True,False,0.7,,0.8666666666666667,18,38270,10624,0,4257,0.091735,186.5
naive_no_detail,p1,Kath5,kath5-false-premise-r6-backbone-crashed-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.6333333333333333,12,14,222246,47489,17679,0.509985,456.9
naive_no_detail,p1,Kath5,kath5-false-premise-r7-region-missing-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.7000000000000001,33,22,1031954,111191,61778,1.653288,1308.1
naive_no_detail,p1,Kath5,kath5-false-premise-r7-region-missing-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.7000000000000001,4,4168,8832,0,2904,0.035354,188.5
naive_no_detail,p1,Kath5,kath5-false-premise-r7-region-missing-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,1.0,21,22,724728,85631,39769,1.135136,851.5
naive_no_detail,p1,Kath5,kath5-false-premise-route-flapping-latency-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,45,26,868876,62246,24804,0.866223,592.7
naive_no_detail,p1,Kath5,kath5-false-premise-route-flapping-latency-naive-no-detail,react-full,gpt-5,no_output,False,,,,,52,71747,272384,0,48846,0.612192,776.1
naive_no_detail,p1,Kath5,kath5-false-premise-route-flapping-latency-naive-no-detail,sade,claude-sonnet-4-6,no_submission,False,,,,,46,27,859445,64985,17097,0.758063,479.8
naive_no_detail,p1,Kath5,kath5-false-premise-stub-summarization-loop-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,51,24,989647,87436,57407,1.485956,1147.5
naive_no_detail,p1,Kath5,kath5-false-premise-stub-summarization-loop-naive-no-detail,react-full,gpt-5,no_output,False,,,,,34,64795,496512,0,41889,0.561948,573.4
naive_no_detail,p1,Kath5,kath5-false-premise-stub-summarization-loop-naive-no-detail,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.6333333333333333,19,18,450918,82684,39498,1.037864,855.5
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-intermittent-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,43,26,728368,47578,14279,0.611191,408.4
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-intermittent-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.5333333333333333,23,15263,46208,0,13246,0.157315,375.6
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-intermittent-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,9,12,177811,37966,2981,0.240467,213.4
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-resolution-healthy-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.3333333333333333,5,10,122740,18199,2099,0.136583,171.4
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-resolution-healthy-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.9333333333333332,16,9752,23552,0,6199,0.077124,217.4
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-resolution-healthy-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,9,12,179657,38639,3188,0.246649,216.2
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-datacenter-isolated-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.3,,1.0,39,21,561748,58009,26590,0.784971,617.2
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-datacenter-isolated-naive-no-detail,react-full,gpt-5,scored,True,True,0.3,,0.16666666666666666,18,13557,11776,0,4820,0.066618,214.6
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-datacenter-isolated-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,11,16,261280,41440,5428,0.315252,251.7
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-serverfarm-noreach-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,33,24,689217,47898,11702,0.561985,348.0
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-serverfarm-noreach-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.9,12,15440,11264,0,4301,0.063718,224.9
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-serverfarm-noreach-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,9,12,178024,38013,2150,0.228242,185.9
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-ospf-core-flapping-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,59,24,852647,71466,30424,0.980224,687.8
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-ospf-core-flapping-naive-no-detail,react-full,gpt-5,scored,True,True,0.3,,0.2333333333333333,54,69942,128768,0,19333,0.296853,405.6
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-ospf-core-flapping-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,25,18,460160,55280,11771,0.521967,370.6
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-serverfarm-unreachable-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,True,0.3,,0.8000000000000002,18,14,274426,35159,15100,0.440716,415.3
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-serverfarm-unreachable-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.8666666666666667,18,12139,13824,0,6525,0.082152,240.6
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-serverfarm-unreachable-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,9,12,180950,39231,3499,0.253922,218.6
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web-down-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,False,0.7,,1.0,32,21,538857,48078,15880,0.580213,425.0
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web-down-naive-no-detail,react-full,gpt-5,scored,True,True,0.3,,0.39999999999999997,25,11148,34304,0,7690,0.095123,238.6
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web-down-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,9,13,182164,40005,2565,0.243182,198.7
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web1-down-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,35,24,784464,61226,30825,0.927384,674.2
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web1-down-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.9333333333333332,19,8417,49408,0,7522,0.091917,224.7
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web1-down-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,9,12,178324,38361,2572,0.235967,202.0
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web23-unreachable-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,38,24,701086,46084,16021,0.623528,401.5
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web23-unreachable-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,1.0,24,10176,45312,0,6149,0.079874,243.3
naive_no_detail,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web23-unreachable-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,1.0,9,12,190217,30864,4001,0.232856,225.0
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-asymmetric-return-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8333333333333334,29,23,610144,57664,31339,0.869437,679.8
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-asymmetric-return-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.9,11,13990,14848,0,2841,0.047753,155.2
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-asymmetric-return-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,11,13,209333,25908,4564,0.228454,217.3
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-flapping-peer-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,37,26,671694,42849,11161,0.529685,336.5
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-flapping-peer-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.9,41,30275,54400,0,12296,0.167604,327.9
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-flapping-peer-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.8333333333333334,14,16,274043,42600,8766,0.373501,324.8
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-high-latency-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,48,28,748090,64428,28531,0.894081,688.1
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-high-latency-naive-no-detail,react-full,gpt-5,scored,True,True,0.0,,0.3333333333333333,29,16832,40704,0,8603,0.112158,246.6
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-high-latency-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,9,12,168124,32690,3924,0.231921,208.0
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-packet-loss-naive-no-detail,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,56,28,684480,44718,11637,0.547675,361.5
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-packet-loss-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.9666666666666667,28,20881,43520,0,7889,0.110431,289.1
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-packet-loss-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,13,14,235719,36633,4612,0.277311,240.6
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-peer-unreachable-naive-no-detail,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,17,16,252139,27310,6377,0.273757,242.5
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-peer-unreachable-naive-no-detail,react-full,gpt-5,scored,True,False,1.0,,0.9666666666666667,6,2158,3840,0,2276,0.025937,144.6
naive_no_detail,p1,simple_bgp,simple-bgp-false-premise-peer-unreachable-naive-no-detail,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,9,12,173919,23088,2201,0.171807,171.3
